s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"Temperature00","Temperature01","Temperature10","Temperature11","Temperature20","Temperature21","Temperature30","Temperature31","Temperature40","Temperature41","Temperature50","Temperature51","Temperature60","Temperature61","Temperature70","Temperature71","Temperature80","Temperature81","Temperature90","Temperature91","Temperature100","Temperature101","Temperature110","Temperature111","Temperature120","Temperature121","Temperature130","Temperature131","Temperature140","Temperature141","Temperature150","Temperature151","Temperature160","Temperature161","Temperature170","Temperature171","Temperature180","Temperature181","Thermocouple00","Thermocouple01","Thermocouple10","Thermocouple11","Thermocouple20","Thermocouple21","Thermocouple30","Thermocouple31","Thermocouple40","Thermocouple41","Thermocouple50","Thermocouple51","Thermocouple60","Thermocouple61","Thermocouple70","Thermocouple71","Thermocouple80","Thermocouple81","Thermocouple90","Thermocouple91","Thermocouple100","Thermocouple101","Thermocouple110","Thermocouple111","Thermocouple120","Thermocouple121","Thermocouple130","Thermocouple131","Thermocouple140","Thermocouple141","Thermocouple150","Thermocouple151","Thermocouple160","Thermocouple161","Thermocouple170","Thermocouple171","Thermocouple180","Thermocouple181"
 0.0000000E+000, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001
 3.6163207E+000, 1.9999323E+001, 1.9999295E+001, 1.9999405E+001, 1.9999138E+001, 1.9999338E+001, 1.9999188E+001, 1.9999279E+001, 1.9999212E+001, 1.9999253E+001, 1.9999217E+001, 1.9999362E+001, 1.9999240E+001, 1.9999305E+001, 1.9999130E+001, 1.9999251E+001, 1.9999202E+001, 1.9999346E+001, 1.9999209E+001, 1.9999293E+001, 1.9999208E+001, 1.9999286E+001, 1.9999191E+001, 1.9999286E+001, 1.9999209E+001, 1.9999374E+001, 1.9999229E+001, 1.9999329E+001, 1.9999242E+001, 1.9999287E+001, 1.9999268E+001, 1.9999303E+001, 1.9999183E+001, 1.9999281E+001, 1.9999197E+001, 1.9999328E+001, 1.9999158E+001, 1.9999387E+001, 1.9999225E+001, 1.9999999E+001, 2.0000000E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 2.0000000E+001, 1.9999999E+001, 1.9999999E+001, 2.0000000E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001, 1.9999999E+001
 7.2120730E+000, 1.9998752E+001, 1.9998862E+001, 1.9998876E+001, 1.9998427E+001, 1.9998813E+001, 1.9998587E+001, 1.9998612E+001, 1.9998665E+001, 1.9998598E+001, 1.9998656E+001, 1.9998850E+001, 1.9998770E+001, 1.9998738E+001, 1.9998459E+001, 1.9998576E+001, 1.9998655E+001, 2.0000246E+001, 1.9998914E+001, 2.1299542E+001, 1.9999345E+001, 1.9999106E+001, 1.9998915E+001, 1.9998753E+001, 1.9998684E+001, 1.9998878E+001, 1.9998676E+001, 1.9998766E+001, 1.9998781E+001, 1.9998656E+001, 1.9998772E+001, 1.9998736E+001, 1.9998598E+001, 1.9998637E+001, 1.9998584E+001, 1.9998802E+001, 1.9998548E+001, 1.9998809E+001, 1.9998590E+001, 1.9999996E+001, 1.9999997E+001, 1.9999997E+001, 1.9999996E+001, 1.9999996E+001, 1.9999996E+001, 1.9999996E+001, 1.9999997E+001, 1.9999995E+001, 1.9999996E+001, 1.9999996E+001, 1.9999996E+001, 1.9999996E+001, 1.9999994E+001, 1.9999995E+001, 1.9999998E+001, 1.9999997E+001, 1.9999996E+001, 2.0004474E+001, 1.9999997E+001, 1.9999997E+001, 1.9999996E+001, 1.9999996E+001, 1.9999997E+001, 1.9999996E+001, 1.9999996E+001, 1.9999996E+001, 1.9999995E+001, 1.9999995E+001, 1.9999997E+001, 1.9999997E+001, 1.9999995E+001, 1.9999997E+001, 1.9999996E+001, 1.9999997E+001, 1.9999995E+001, 1.9999996E+001, 1.9999996E+001
 1.0800880E+001, 1.9998672E+001, 1.9998869E+001, 1.9998885E+001, 1.9998347E+001, 1.9998801E+001, 1.9998530E+001, 1.9998571E+001, 1.9998710E+001, 1.9998515E+001, 1.9998670E+001, 1.9998872E+001, 1.9999782E+001, 1.9998846E+001, 1.9999336E+001, 1.9998823E+001, 1.9998720E+001, 2.0014701E+001, 2.0002329E+001, 4.0505539E+001, 2.3639827E+001, 2.0006632E+001, 2.0006335E+001, 1.9999403E+001, 1.9998789E+001, 1.9999146E+001, 1.9998885E+001, 1.9998767E+001, 2.0000229E+001, 1.9998591E+001, 1.9999055E+001, 1.9998735E+001, 1.9998573E+001, 1.9998577E+001, 1.9998549E+001, 1.9998799E+001, 1.9998533E+001, 1.9998768E+001, 1.9998528E+001, 1.9999993E+001, 1.9999994E+001, 1.9999993E+001, 1.9999991E+001, 1.9999991E+001, 1.9999992E+001, 1.9999991E+001, 1.9999994E+001, 1.9999991E+001, 1.9999991E+001, 1.9999992E+001, 1.9999993E+001, 1.9999992E+001, 1.9999989E+001, 1.9999990E+001, 1.9999995E+001, 2.0000030E+001, 1.9999996E+001, 2.0518841E+001, 2.0033224E+001, 2.0000014E+001, 2.0000006E+001, 1.9999992E+001, 1.9999993E+001, 1.9999992E+001, 1.9999991E+001, 1.9999993E+001, 1.9999992E+001, 1.9999990E+001, 1.9999993E+001, 1.9999993E+001, 1.9999992E+001, 1.9999994E+001, 1.9999993E+001, 1.9999994E+001, 1.9999990E+001, 1.9999991E+001, 1.9999991E+001
 1.4406486E+001, 1.9998675E+001, 1.9998876E+001, 1.9998863E+001, 1.9998329E+001, 1.9998742E+001, 1.9998502E+001, 1.9998614E+001, 1.9998777E+001, 1.9998517E+001, 1.9998760E+001, 1.9998886E+001, 2.0002693E+001, 1.9999210E+001, 2.0003470E+001, 2.0000561E+001, 1.9999058E+001, 2.1788113E+001, 2.0426605E+001, 5.9519822E+001, 4.0383481E+001, 3.6887783E+001, 2.7390505E+001, 2.0002025E+001, 1.9999372E+001, 2.0000167E+001, 2.0000110E+001, 1.9998839E+001, 2.0005435E+001, 1.9998556E+001, 1.9999866E+001, 1.9998773E+001, 1.9998614E+001, 1.9998573E+001, 1.9998555E+001, 1.9998768E+001, 1.9998582E+001, 1.9998719E+001, 1.9998512E+001, 1.9999988E+001, 1.9999989E+001, 1.9999989E+001, 1.9999984E+001, 1.9999985E+001, 1.9999986E+001, 1.9999986E+001, 1.9999989E+001, 1.9999986E+001, 1.9999985E+001, 1.9999987E+001, 1.9999998E+001, 1.9999987E+001, 1.9999994E+001, 1.9999988E+001, 1.9999991E+001, 2.0005776E+001, 2.0000505E+001, 2.2493940E+001, 2.0663631E+001, 2.0370536E+001, 2.0125555E+001, 1.9999997E+001, 1.9999989E+001, 1.9999990E+001, 1.9999988E+001, 1.9999989E+001, 2.0000003E+001, 1.9999983E+001, 1.9999991E+001, 1.9999988E+001, 1.9999988E+001, 1.9999988E+001, 1.9999988E+001, 1.9999989E+001, 1.9999984E+001, 1.9999985E+001, 1.9999985E+001
 1.8003144E+001, 1.9998779E+001, 1.9998893E+001, 1.9998828E+001, 1.9998400E+001, 1.9998610E+001, 1.9998536E+001, 1.9998699E+001, 1.9998759E+001, 1.9998593E+001, 1.9998938E+001, 1.9998889E+001, 2.0007826E+001, 1.9999828E+001, 2.0013497E+001, 2.0005239E+001, 1.9999976E+001, 5.0115763E+001, 3.6343354E+001, 7.6646796E+001, 5.4017715E+001, 5.5056630E+001, 3.8426313E+001, 2.4539296E+001, 2.0674697E+001, 2.0002365E+001, 2.0003670E+001, 1.9998955E+001, 2.0016360E+001, 1.9998550E+001, 2.0001275E+001, 1.9998813E+001, 1.9998744E+001, 1.9998590E+001, 1.9998586E+001, 1.9998695E+001, 1.9998626E+001, 1.9998660E+001, 1.9998541E+001, 1.9999982E+001, 1.9999983E+001, 1.9999983E+001, 1.9999976E+001, 1.9999978E+001, 1.9999979E+001, 1.9999979E+001, 1.9999982E+001, 1.9999979E+001, 1.9999978E+001, 1.9999981E+001, 2.0000028E+001, 1.9999985E+001, 2.0000041E+001, 2.0000009E+001, 1.9999988E+001, 2.0855215E+001, 2.0378046E+001, 2.5835623E+001, 2.2217582E+001, 2.1972260E+001, 2.0768048E+001, 2.0026621E+001, 2.0000732E+001, 1.9999998E+001, 1.9999998E+001, 1.9999984E+001, 2.0000057E+001, 1.9999975E+001, 1.9999994E+001, 1.9999982E+001, 1.9999983E+001, 1.9999981E+001, 1.9999981E+001, 1.9999982E+001, 1.9999976E+001, 1.9999977E+001, 1.9999977E+001
 2.1604945E+001, 1.9998877E+001, 1.9998923E+001, 1.9998807E+001, 1.9998620E+001, 1.9998490E+001, 1.9998671E+001, 1.9998762E+001, 1.9998635E+001, 1.9998701E+001, 1.9999181E+001, 1.9998758E+001, 2.0014918E+001, 2.0000778E+001, 2.0031455E+001, 2.8215636E+001, 2.4949805E+001, 5.6249900E+001, 5.1712495E+001, 1.0520163E+002, 6.6918318E+001, 7.9294548E+001, 5.3321004E+001, 4.3393389E+001, 3.6843565E+001, 2.0006277E+001, 2.0011195E+001, 1.9999180E+001, 2.0034101E+001, 1.9998635E+001, 2.0003386E+001, 1.9998741E+001, 1.9998933E+001, 1.9998584E+001, 1.9998619E+001, 1.9998628E+001, 1.9998617E+001, 1.9998637E+001, 1.9998600E+001, 1.9999975E+001, 1.9999976E+001, 1.9999975E+001, 1.9999967E+001, 1.9999967E+001, 1.9999970E+001, 1.9999970E+001, 1.9999973E+001, 1.9999971E+001, 1.9999972E+001, 1.9999973E+001, 2.0000106E+001, 1.9999987E+001, 2.0000196E+001, 2.0107971E+001, 2.0040521E+001, 2.3003913E+001, 2.1709802E+001, 3.1257881E+001, 2.4812188E+001, 2.4997686E+001, 2.2287388E+001, 2.0904049E+001, 2.0458389E+001, 2.0000035E+001, 2.0000056E+001, 1.9999978E+001, 2.0000218E+001, 1.9999966E+001, 2.0000010E+001, 1.9999974E+001, 1.9999976E+001, 1.9999973E+001, 1.9999972E+001, 1.9999973E+001, 1.9999967E+001, 1.9999969E+001, 1.9999967E+001
 2.5205908E+001, 1.9998850E+001, 1.9998939E+001, 1.9998814E+001, 1.9998794E+001, 1.9998484E+001, 1.9998728E+001, 1.9998752E+001, 1.9998537E+001, 1.9998758E+001, 1.9999583E+001, 1.9998612E+001, 2.0024129E+001, 2.0002470E+001, 2.0058194E+001, 3.9272662E+001, 4.0909435E+001, 7.4292518E+001, 5.5115997E+001, 1.0749887E+002, 7.7120848E+001, 1.0227750E+002, 7.1473074E+001, 5.2630900E+001, 5.9121087E+001, 2.9618626E+001, 2.6949592E+001, 1.9999591E+001, 2.0059740E+001, 1.9998784E+001, 2.0006408E+001, 1.9998539E+001, 1.9999049E+001, 1.9998531E+001, 1.9998595E+001, 1.9998627E+001, 1.9998513E+001, 1.9998729E+001, 1.9998632E+001, 1.9999966E+001, 1.9999967E+001, 1.9999966E+001, 1.9999959E+001, 1.9999956E+001, 1.9999960E+001, 1.9999961E+001, 1.9999962E+001, 1.9999961E+001, 1.9999967E+001, 1.9999962E+001, 2.0000262E+001, 2.0000002E+001, 2.0000632E+001, 2.0840171E+001, 2.0686803E+001, 2.5722736E+001, 2.3675083E+001, 3.7795049E+001, 2.8251952E+001, 2.9915971E+001, 2.5021624E+001, 2.2522721E+001, 2.2060015E+001, 2.0093660E+001, 2.0079995E+001, 1.9999974E+001, 2.0000593E+001, 1.9999956E+001, 2.0000047E+001, 1.9999964E+001, 1.9999969E+001, 1.9999962E+001, 1.9999962E+001, 1.9999963E+001, 1.9999957E+001, 1.9999959E+001, 1.9999957E+001
 2.8800594E+001, 1.9998735E+001, 1.9998886E+001, 1.9998784E+001, 1.9998623E+001, 1.9998702E+001, 1.9998606E+001, 1.9998665E+001, 1.9998553E+001, 1.9998746E+001, 2.0000191E+001, 1.9998730E+001, 2.0035250E+001, 3.0315499E+001, 2.6212794E+001, 5.3439980E+001, 5.8971518E+001, 9.2227255E+001, 7.2768796E+001, 1.2490872E+002, 8.9604813E+001, 1.0967702E+002, 8.5630628E+001, 7.9656313E+001, 7.1605646E+001, 4.8845755E+001, 4.0422778E+001, 2.0000568E+001, 2.0092606E+001, 1.9998900E+001, 2.0011240E+001, 1.9998541E+001, 1.9999036E+001, 1.9998489E+001, 1.9998503E+001, 1.9998766E+001, 1.9998468E+001, 1.9998884E+001, 1.9998697E+001, 1.9999955E+001, 1.9999958E+001, 1.9999956E+001, 1.9999948E+001, 1.9999944E+001, 1.9999949E+001, 1.9999949E+001, 1.9999949E+001, 1.9999950E+001, 1.9999967E+001, 1.9999950E+001, 2.0000540E+001, 2.0110921E+001, 2.0061531E+001, 2.2484751E+001, 2.2307564E+001, 2.9752920E+001, 2.6073051E+001, 4.4752662E+001, 3.2159604E+001, 3.6010380E+001, 2.8530913E+001, 2.5574267E+001, 2.4687396E+001, 2.1232335E+001, 2.0850078E+001, 1.9999975E+001, 2.0001443E+001, 1.9999947E+001, 2.0000125E+001, 1.9999950E+001, 1.9999961E+001, 1.9999949E+001, 1.9999950E+001, 1.9999951E+001, 1.9999943E+001, 1.9999949E+001, 1.9999946E+001
